unique id,submission type,timestamp,citizenship,residence,gender,degrees held,occupation,career experience,academic field,area of interest,event participation,skills,how heard
24872187,submitted,7/7/16 18:29,Nepal,Nepal,male,none,undergraduate student,0-1 years,Medicine/Health Sciences - Clinical medicine,open_education,openeducationweek,"advocacy, comms, socialmedia, volunteers","websearch, facebook, friend"
45780690,submitted,7/7/16 18:29,Liberia,Liberia,male,other certification,undergraduate student,0-1 years,"Agricultural Sciences - Agriculture, forestry, and fisheries",open_access,openeducationweek,"advocacy, blogging, comms, community, socialmedia, volunteers","websearch, organization"
79477629,submitted,7/7/16 18:35,Nigeria,Nigeria,male,"bachelors, masters, other professional","graduate-professional student, researcher, nonprofit",6-10 years,Social Sciences - Educational sciences,open_education,openeducationweek,"advocacy, community, research, other, 'I have skills in general research in basic science education and programme monitoring and evaluation.","facebook, friend"
89952597,submitted,7/7/16 18:43,Nigeria,Nigeria,male,phd,educator,6-10 years,Social Sciences - Educational sciences,open_access,"openeducationweek, opendataday","volunteers, research, other, 'Data Analysis",friend
39776067,submitted,7/7/16 18:44,Zambia,Zambia,female,bachelors,"undergraduate student, nonprofit",1-5 years,Social Sciences - Economics and business,open_research,"openaccessweek, openeducationweek, opendataday","advocacy, community, socialmedia, events, volunteers, research","facebook, mailinglist"
61538211,submitted,7/7/16 18:45,United Kingdom,United Kingdom,male,masters,"nonprofit, developer",1-5 years,Natural Sciences - Mathematics,open_source,"openaccessweek, openeducationweek, opendataday","volunteers, research, software",friend
37122241,submitted,7/7/16 18:51,Haiti,Haiti,female,none,undergraduate student,0-1 years,Medicine/Health Sciences - Health sciences,open_education,none,"comms, fudraising",friend
84951418,submitted,7/7/16 18:52,Nigeria,Nigeria,male,"bachelors, other professional","graduate-professional student, nonprofit, developer",1-5 years,Engineering/Technology - Other engineering and technologies,open_source,none,"advocacy, blogging, comms, community, socialmedia, fudraising, graphics, research, software",facebook
93624115,submitted,7/7/16 18:55,South Africa,India,male,"bachelors, other professional","developer, businessperson",0-1 years,Engineering/Technology - Other engineering and technologies,open_source,"openaccessweek, opendataday","volunteers, software","websearch, facebook, friend"
79548144,submitted,7/7/16 18:57,Uganda,Uganda,male,"bachelors, masters",government,11-15 years,Social Sciences - Economics and business,open_government,"openaccessweek, opendataday","advocacy, blogging, research",mailinglist
19425957,submitted,7/7/16 19:01,Canada,Canada,female,bachelors,lawyer,6-10 years,Social Sciences - Law,open_education,none,volunteers,"facebook, organization"
14726692,submitted,7/7/16 19:02,Haiti,Haiti,male,bachelors,undergraduate student,1-5 years,Social Sciences - Other social sciences,open_education,openeducationweek,"comms, community",websearch
94266652,final at deadline,7/7/16 19:04,Nigeria,United Kingdom,male,"bachelors, other professional","graduate-professional student, educator, researcher",1-5 years,Social Sciences - Media and communications,open_education,openeducationweek,"comms, events","facebook, friend"
81912528,submitted,7/7/16 19:05,Ghana,Ghana,male,bachelors,"graduate-professional student, publisher",1-5 years,Medicine/Health Sciences - Health sciences,open_education,openeducationweek,"advocacy, blogging, comms, community, socialmedia",facebook
94889565,final at deadline,7/7/16 19:07,Lithuania,Lithuania,female,none,"graduate-professional student, nonprofit, philanthropist",0-1 years,Medicine/Health Sciences - Clinical medicine,open_access,none,"events, volunteers",mailinglist
10692787,submitted,7/7/16 19:09,Nigeria,Nigeria,female,bachelors,graduate-professonal student,1-5 years,Natural Sciences - Biological sciences,open_education,none,volunteers,facebook
14739244,submitted,7/7/16 19:10,Nigeria,Nigeria,female,bachelors,graduate-professonal student,1-5 years,Agricultural Sciences - Other agricultural sciences,open_science,openeducationweek,"comms, other, 'Agriculture",friend
56432732,submitted,7/7/16 19:15,Egypt,Egypt,female,none,undergraduate student,0-1 years,Natural Sciences - Chemical sciences,open_education,"openaccessweek, openeducationweek, opendataday","comms, socialmedia, fudraising, events, volunteers, video, research, software","websearch, blogpost"
37323156,final at deadline,7/7/16 19:15,Tunisia,Tunisia,female,bachelors,graduate-professonal student,0-1 years,Humanities - Languages and literature,open_education,openaccessweek,"blogging, volunteers",websearch
24977206,submitted,7/7/16 19:22,Zambia,Zambia,female,"bachelors, masters, other professional","researcher, government",6-10 years,Social Sciences - Psychology,open_research,openaccessweek,"other, 'computer literate, research skills, academic writing skills,",mailinglist
19663002,submitted,7/7/16 19:25,Philippines,United Arab Emirates,female,other certification,undergraduate student,16+ years,Engineering/Technology - Other engineering and technologies,open_source,openaccessweek,volunteers,facebook
30835488,submitted,7/7/16 19:27,Nigeria,Nigeria,male,other certification,undergraduate student,0-1 years,Engineering/Technology - Other engineering and technologies,open_science,none,"community, socialmedia, volunteers",facebook
85882874,final at deadline,7/7/16 19:30,Indonesia,Indonesia,female,other certification,"undergraduate student, other",11-15 years,Social Sciences - Sociology,open_education,openeducationweek,"socialmedia, other",facebook
86227483,submitted,7/7/16 19:37,Belgium,Belgium,female,"bachelors, professional",medical professional,0-1 years,Medicine/Health Sciences - Clinical medicine,open_science,openeducationweek,"advocacy, volunteers",facebook
82134378,final at deadline,7/7/16 19:37,United States of America,United States of America,male,bachelors,"graduate-professional student, nonacademic staff",6-10 years,Humanities - Languages and literature,open_access,openaccessweek,"blogging, comms, video, research",mailinglist
25865051,submitted,7/7/16 19:39,Nigeria,Canada,male,masters,graduate-professonal student,1-5 years,Medicine/Health Sciences - Health sciences,open_research,"openaccessweek, openeducationweek, opendataday","advocacy, community, socialmedia, events, graphics",organization
48838936,submitted,7/7/16 19:40,Bosnia and Herzegovina,Bosnia and Herzegovina,male,bachelors,undergraduate student,0-1 years,Social Sciences - Law,open_education,none,"advocacy, comms, fudraising, volunteers",facebook
28893238,submitted,7/7/16 19:42,Country Not Listed,Nigeria,male,masters,graduate-professonal student,0-1 years,Social Sciences - Political Science,open_education,openeducationweek,"community, socialmedia, events","facebook, blogpost"
68859116,submitted,7/7/16 19:53,Lesotho,Lesotho,male,bachelors,lawyer,0-1 years,Social Sciences - Law,open_government,openaccessweek,"advocacy, fudraising",websearch
70476692,submitted,7/7/16 19:57,Zambia,Zambia,female,bachelors,undergraduate student,0-1 years,"Humanities - Art (arts, history of arts, performing arts, music)",open_education,openeducationweek,"comms, fudraising, events, volunteers",friend
15539349,submitted,7/7/16 19:59,Pakistan,Pakistan,male,none,undergraduate student,1-5 years,Engineering/Technology - Civil engineering,open_science,"openaccessweek, openeducationweek, opendataday","community, socialmedia, fudraising, events, volunteers, research",mailinglist
54840393,submitted,7/7/16 20:12,Egypt,Egypt,male,none,undergraduate student,0-1 years,Engineering/Technology - Medical engineering,open_science,"openaccessweek, openeducationweek","volunteers, graphics",facebook
96762748,submitted,7/7/16 20:14,Nigeria,Nigeria,male,bachelors,"nonprofit, businessperson",0-1 years,Medicine/Health Sciences - Health sciences,open_education,openeducationweek,"comms, community, socialmedia, events, volunteers, graphics",facebook
62195316,submitted,7/7/16 20:24,Nigeria,Nigeria,male,bachelors,graduate-professonal student,0-1 years,None of these describe my field of study,open_access,openaccessweek,community,friend
44710188,submitted,7/7/16 20:26,Canada,Canada,male,bachelors,graduate-professonal student,0-1 years,Natural Sciences - Computer and information sciences,open_source,opendataday,research,facebook
46256393,submitted,7/7/16 20:26,Nigeria,Nigeria,male,"bachelors, masters, phd","educator, researcher",16+ years,"Agricultural Sciences - Agriculture, forestry, and fisheries",open_science,openeducationweek,"community, events","friend, organization"
61289658,submitted,7/7/16 20:40,Sudan,Sudan,female,bachelors,undergraduate student,0-1 years,Medicine/Health Sciences - Health sciences,open_education,none,volunteers,facebook
39632257,submitted,7/7/16 20:43,Nigeria,Nigeria,male,"bachelors, other professional","graduate-professional student, educator, researcher",0-1 years,Social Sciences - Educational sciences,open_education,openeducationweek,"blogging, socialmedia, volunteers",organization
97804630,submitted,7/7/16 20:44,Cameroon,Cameroon,female,bachelors,graduate-professonal student,1-5 years,Social Sciences - Media and communications,open_education,none,"advocacy, blogging, comms, community, socialmedia, research","facebook, friend"
49600811,submitted,7/7/16 20:49,Nigeria,Nigeria,male,"bachelors, masters","phd candidate, educator, researcher",1-5 years,Medicine/Health Sciences - Clinical medicine,open_education,none,"advocacy, blogging, comms, community, socialmedia, events, volunteers",websearch
63779273,submitted,7/7/16 20:51,Nigeria,Nigeria,male,bachelors,"researcher, nonprofit, journalist",1-5 years,Agricultural Sciences - Other agricultural sciences,open_research,openaccessweek,"blogging, comms, community, socialmedia, events, volunteers","websearch, twitter, facebook, blogpost, friend"
85348545,submitted,7/7/16 20:52,Nigeria,Nigeria,male,"bachelors, masters","phd candidate, nonprofit",6-10 years,Social Sciences - Media and communications,open_research,"openaccessweek, openeducationweek, opendataday","advocacy, comms, community, socialmedia, fudraising, volunteers",friend
16855150,final at deadline,7/7/16 20:58,Canada,Canada,female,bachelors,graduate-professonal student,1-5 years,Social Sciences - Other social sciences,open_access,openaccessweek,"blogging, comms, events, volunteers, research",organization
92601044,submitted,7/7/16 21:00,Ghana,Ghana,male,bachelors,undergraduate student,0-1 years,"Humanities - Art (arts, history of arts, performing arts, music)",open_education,openeducationweek,"advocacy, comms, community, socialmedia, volunteers",websearch
96921474,submitted,7/7/16 21:03,Pakistan,United States of America,male,"bachelors, masters",phd candidate,1-5 years,Engineering/Technology - Civil engineering,open_education,openaccessweek,"blogging, socialmedia, research",mailinglist
89584589,submitted,7/7/16 21:04,Nigeria,Nigeria,male,bachelors,"graduate-professional student, lawyer",1-5 years,Social Sciences - Law,open_education,openeducationweek,"advocacy, blogging, volunteers, research",organization
75452642,submitted,7/7/16 21:07,Nigeria,Nigeria,male,none,undergraduate student,0-1 years,Engineering/Technology - Mechanical engineering,open_science,openaccessweek,"comms, socialmedia, graphics, research",websearch
38011864,submitted,7/7/16 21:12,Nigeria,Cyprus,female,bachelors,graduate-professonal student,0-1 years,Medicine/Health Sciences - Clinical medicine,open_education,openeducationweek,fudraising,friend
73392531,submitted,7/7/16 21:24,Nigeria,Nigeria,female,none,undergraduate student,0-1 years,Medicine/Health Sciences - Basic medicine,open_education,"openaccessweek, openeducationweek","comms, events","websearch, blogpost"
83874544,submitted,7/7/16 21:24,Liberia,Liberia,male,other certification,"undergraduate student, researcher, nonprofit",0-1 years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_education,"openaccessweek, openeducationweek, opendataday","advocacy, comms, community, socialmedia, volunteers, video",websearch
64828046,submitted,7/7/16 21:25,Pakistan,Pakistan,male,masters,"graduate-professional student, nonprofit, journalist",1-5 years,Social Sciences - Other social sciences,open_access,none,"comms, community, socialmedia, fudraising, research",friend
52555582,submitted,7/7/16 21:25,Nigeria,Nigeria,male,bachelors,"graduate-professional student, researcher, developer",1-5 years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_science,none,"socialmedia, events, software",friend
47042603,submitted,7/7/16 21:27,Nigeria,Nigeria,female,"bachelors, other postgraduate",nonprofit,1-5 years,Humanities - Languages and literature,open_access,openaccessweek,"advocacy, comms, community, socialmedia, fudraising, events, volunteers, software",friend
24062318,submitted,7/7/16 21:29,Nigeria,Nigeria,male,"bachelors, other postgraduate, other professional","graduate-professional student, government",6-10 years,Social Sciences - Political Science,open_government,opendataday,"advocacy, comms, community",facebook
50410545,submitted,7/7/16 21:32,Nigeria,Nigeria,male,bachelors,"graduate-professional student, nonprofit",11-15 years,Social Sciences - Political Science,open_access,none,"advocacy, comms","twitter, facebook"
55095665,submitted,7/7/16 21:34,Nigeria,Nigeria,male,"bachelors, masters","phd candidate, educator, researcher",0-1 years,Natural Sciences - Earth and related environmental sciences,open_education,openeducationweek,"comms, community, events, volunteers",friend
99855496,submitted,7/7/16 21:39,Egypt,Egypt,male,bachelors,"undergraduate student, lawyer",0-1 years,Social Sciences - Law,open_research,none,"fudraising, volunteers, research, other, 'Public Relations",facebook
90046364,submitted,7/7/16 21:41,Tanzania,Tanzania,male,bachelors,undergraduate student,0-1 years,None of these describe my field of study,open_education,none,"community, volunteers, research",friend
90271298,final at deadline,7/7/16 21:49,Azerbaijan,United Kingdom,female,bachelors,graduate-professonal student,1-5 years,Social Sciences - Educational sciences,open_education,openeducationweek,"community, volunteers",twitter
35413350,submitted,7/7/16 21:52,Nigeria,Nigeria,male,bachelors,other,1-5 years,Natural Sciences - Chemical sciences,open_science,none,"comms, socialmedia, volunteers",friend
31694373,submitted,7/7/16 21:56,Nigeria,Nigeria,male,bachelors,other,0-1 years,Natural Sciences - Biological sciences,open_science,none,"advocacy, comms, community, volunteers",friend
15060627,submitted,7/7/16 22:04,Ghana,Ghana,male,bachelors,"undergraduate student, businessperson",0-1 years,Social Sciences - Economics and business,open_source,none,"advocacy, blogging, comms, events, volunteers","websearch, friend"
80101392,submitted,7/7/16 22:04,United States of America,United States of America,female,masters,librarian,6-10 years,None of these describe my field of study,open_access,"openaccessweek, openeducationweek","blogging, comms, volunteers, research",websearch
80689380,submitted,7/7/16 22:05,Ethiopia,Ethiopia,male,masters,other,16+ years,Humanities - Languages and literature,open_source,opendataday,"comms, socialmedia, other, 'Translation and Localization",facebook
42986066,submitted,7/7/16 22:07,Nigeria,Nigeria,male,bachelors,graduate-professonal student,0-1 years,Engineering/Technology - Chemical engineering,open_science,openeducationweek,"community, volunteers",twitter
88877672,submitted,7/7/16 22:19,Madagascar,Madagascar,female,"bachelors, professional, other postgraduate, other professional","postdoc, medical professional, businessperson",11-15 years,Medicine/Health Sciences - Clinical medicine,open_education,none,"advocacy, comms, community, socialmedia, volunteers, other, 'IEC/BCC",friend
27219436,submitted,7/7/16 22:21,Nigeria,Nigeria,female,"bachelors, professional",journalist,6-10 years,Medicine/Health Sciences - Other medical sciences,open_education,none,"advocacy, community, fudraising, events, volunteers",other: WhatsApp group
55523494,submitted,7/7/16 22:26,"Congo, Democratic Republic of the","Congo, Democratic Republic of the",male,"bachelors, other professional","nonacademic staff, nonprofit, businessperson",6-10 years,Social Sciences - Educational sciences,open_education,"openaccessweek, openeducationweek","comms, socialmedia, events, volunteers, other, 'Social & Education Entrepreneurship",facebook
32343756,submitted,7/7/16 22:29,Egypt,Egypt,female,"bachelors, other professional",educator,6-10 years,Humanities - Languages and literature,open_education,openeducationweek,"comms, other, 'I love writing",facebook
76239639,submitted,7/7/16 22:36,Costa Rica,Costa Rica,male,bachelors,"graduate-professional student, librarian",6-10 years,Natural Sciences - Computer and information sciences,open_access,openaccessweek,"socialmedia, research",mailinglist
97976471,submitted,7/7/16 22:36,Nigeria,Nigeria,female,bachelors,government,1-5 years,Agricultural Sciences - Other agricultural sciences,open_government,opendataday,"advocacy, community",friend
89063460,submitted,7/7/16 22:38,Kenya,Kenya,female,other certification,businessperson,11-15 years,Medicine/Health Sciences - Health sciences,open_education,openeducationweek,"blogging, comms, community",facebook
56294269,submitted,7/7/16 22:39,Algeria,Algeria,male,masters,"phd candidate, educator, researcher",1-5 years,Engineering/Technology - Mechanical engineering,open_science,"openaccessweek, openeducationweek, opendataday","advocacy, video",facebook
49090866,submitted,7/7/16 22:45,Nigeria,Nigeria,male,bachelors,"graduate-professional student, researcher",0-1 years,Natural Sciences - Biological sciences,open_science,"openeducationweek, opendataday","comms, volunteers, graphics, research","websearch, twitter, mailinglist, poster, friend"
83588002,submitted,7/7/16 22:50,Nigeria,Turkey,male,bachelors,undergraduate student,0-1 years,Engineering/Technology - Other engineering and technologies,open_education,none,"comms, events, volunteers, graphics, video","websearch, facebook, friend"
55326990,submitted,7/7/16 22:52,Nigeria,Nigeria,male,bachelors,undergraduate student,0-1 years,Humanities - Languages and literature,open_education,openeducationweek,events,friend
75131562,submitted,7/7/16 23:02,Yemen,Poland,male,"bachelors, masters, other postgraduate, other professional",graduate-professonal student,1-5 years,Social Sciences - Political Science,open_education,"openaccessweek, openeducationweek, opendataday","advocacy, comms, community, socialmedia, fudraising, events, volunteers",websearch
82741229,submitted,7/7/16 23:06,Ethiopia,Ethiopia,male,masters,phd candidate,1-5 years,Medicine/Health Sciences - Health sciences,open_government,"openaccessweek, openeducationweek, opendataday","advocacy, comms, community, socialmedia, volunteers, research",facebook
10717386,submitted,7/7/16 23:17,Morocco,Morocco,male,bachelors,"researcher, publisher",0-1 years,Social Sciences - Economics and business,open_education,"openeducationweek, opendataday","blogging, graphics, video, research, other, 'writer",friend
59263160,submitted,7/7/16 23:22,Nigeria,Mauritius,male,none,undergraduate student,0-1 years,None of these describe my field of study,open_education,none,"community, socialmedia, events, volunteers",websearch
43484344,submitted,7/7/16 23:25,Nigeria,Nigeria,female,"bachelors, masters, other professional","phd candidate, educator, researcher",1-5 years,Natural Sciences - Other natural sciences,open_research,"openaccessweek, openeducationweek, opendataday","socialmedia, volunteers",friend
30455041,submitted,7/7/16 23:27,Haiti,Haiti,male,other certification,"undergraduate student, researcher, businessperson",0-1 years,Engineering/Technology - Civil engineering,open_education,openeducationweek,"comms, volunteers, research",websearch
97813573,submitted,7/7/16 23:34,Nigeria,Nigeria,male,bachelors,undergraduate student,0-1 years,Social Sciences - Law,open_education,"openaccessweek, openeducationweek","advocacy, blogging, comms, community, socialmedia, fudraising, events, volunteers, research",websearch
58700079,submitted,7/7/16 23:43,Cameroon,Cameroon,male,bachelors,"graduate-professional student, researcher, nonprofit",0-1 years,Social Sciences - Law,open_government,"openaccessweek, openeducationweek, opendataday","advocacy, blogging, comms, socialmedia, volunteers","websearch, friend"
57713310,submitted,7/7/16 23:44,Algeria,Algeria,male,"bachelors, masters",graduate-professonal student,1-5 years,Engineering/Technology - Chemical engineering,open_access,none,"comms, community, volunteers, video, research",other: For9a
88963001,submitted,7/7/16 23:48,Cameroon,Cameroon,male,"bachelors, professional","graduate-professional student, developer",0-1 years,Engineering/Technology - Other engineering and technologies,open_source,none,"(None, None)","facebook, mailinglist"
91280318,submitted,7/7/16 23:49,Liberia,Liberia,male,masters,nonprofit,1-5 years,Social Sciences - Economics and business,open_education,openeducationweek,"advocacy, community, socialmedia, fudraising, volunteers, other, 'Project management",facebook
37176643,submitted,7/7/16 23:53,Liberia,Liberia,female,other certification,"undergraduate student, nonprofit",1-5 years,Engineering/Technology - Other engineering and technologies,open_education,"openaccessweek, openeducationweek","advocacy, community, fudraising, volunteers","friend, other: Alonzo Dorian Dixon II"
79444948,submitted,7/7/16 23:55,Palestinian Territories,Palestinian Territories,male,none,undergraduate student,0-1 years,Social Sciences - Economics and business,open_education,"openaccessweek, openeducationweek, opendataday","advocacy, community, socialmedia, events, volunteers","facebook, organization"
97907687,submitted,7/7/16 23:57,Egypt,Egypt,female,"bachelors, other professional","educator, nonprofit, businessperson",1-5 years,Social Sciences - Educational sciences,open_education,"openaccessweek, openeducationweek","advocacy, comms, community, socialmedia, fudraising, events, research",websearch
74616825,submitted,7/8/16 0:03,Nigeria,Nigeria,female,none,other,0-1 years,Social Sciences - Educational sciences,open_education,none,events,friend
25634801,submitted,7/8/16 0:12,Nigeria,Nigeria,male,"bachelors, masters","graduate-professional student, educator, nonprofit",11-15 years,Social Sciences - Political Science,open_research,"openaccessweek, openeducationweek, opendataday","advocacy, comms, community, socialmedia, fudraising, events","twitter, facebook, friend"
24630548,final at deadline,7/8/16 0:12,Tunisia,Tunisia,male,bachelors,"graduate-professional student, nonprofit, developer",0-1 years,Engineering/Technology - Other engineering and technologies,open_source,none,"events, volunteers, graphics, software",websearch
72292972,submitted,7/8/16 0:18,United States of America,United States of America,female,"bachelors, masters",phd candidate,1-5 years,Social Sciences - Psychology,open_research,none,"advocacy, blogging, community, fudraising, research, software, other, 'Statistics and Measurement",friend
94367954,submitted,7/8/16 0:22,United States of America,United States of America,female,bachelors,"graduate-professional student, librarian",1-5 years,Natural Sciences - Computer and information sciences,open_access,openaccessweek,"blogging, research",mailinglist
42820173,submitted,7/8/16 0:41,Uganda,Uganda,male,other certification,"nonprofit, lawyer, philanthropist",1-5 years,Social Sciences - Law,open_education,"openaccessweek, openeducationweek, opendataday","advocacy, comms, community, socialmedia, fudraising, volunteers, graphics","twitter, facebook, organization"
63676681,final at deadline,7/8/16 0:41,Cote d'Ivoire,Cote d'Ivoire,male,bachelors,nonprofit,0-1 years,Humanities - Languages and literature,open_education,none,"comms, community, socialmedia",facebook
36739674,submitted,7/8/16 0:44,Egypt,Egypt,female,none,"undergraduate student, nonprofit",0-1 years,Social Sciences - Economics and business,open_education,none,"socialmedia, events, volunteers",friend
31875152,submitted,7/8/16 1:00,Philippines,Philippines,male,bachelors,"graduate-professional student, government, lawyer",6-10 years,Social Sciences - Law,open_education,openeducationweek,"advocacy, comms, community, socialmedia, events, volunteers, research","facebook, friend"
89554832,submitted,7/8/16 1:01,Guinea,Guinea,male,masters,"graduate-professional student, nonprofit, businessperson",11-15 years,Natural Sciences - Earth and related environmental sciences,open_education,openeducationweek,"advocacy, comms, community, socialmedia, events, volunteers, graphics, research",organization
73802728,submitted,7/8/16 1:05,Ghana,Ghana,male,bachelors,"undergraduate student, educator, librarian",1-5 years,"Humanities - Art (arts, history of arts, performing arts, music)",open_education,none,"comms, community, socialmedia, fudraising, events, volunteers",friend
24198470,submitted,7/8/16 1:16,Jordan,Jordan,female,none,"undergraduate student, nonprofit",1-5 years,None of these describe my field of study,open_government,"openaccessweek, openeducationweek","blogging, comms, socialmedia, fudraising, events, volunteers, video","facebook, friend"
37602358,submitted,7/8/16 1:17,Taiwan,Taiwan,female,professional,undergraduate student,0-1 years,Agricultural Sciences - Veterinary science,open_access,openeducationweek,"blogging, comms",facebook
88531248,submitted,7/8/16 1:17,Nigeria,Nigeria,male,other certification,"undergraduate student, developer, businessperson",0-1 years,Natural Sciences - Computer and information sciences,open_education,"openeducationweek, opendataday","comms, socialmedia, software, other, 'Programming (C# language)","websearch, twitter, poster, friend"
14651782,final at deadline,7/8/16 1:27,Liberia,Liberia,female,none,undergraduate student,0-1 years,Engineering/Technology - Civil engineering,open_education,openeducationweek,"advocacy, community, socialmedia, events, volunteers",friend
68353222,submitted,7/8/16 1:29,Sudan,Sudan,male,bachelors,"graduate-professional student, researcher, medical professional",1-5 years,Medicine/Health Sciences - Clinical medicine,open_access,none,"blogging, socialmedia, volunteers, video, other, 'Organizing workshops, Managing research projects, data analysis, social media marketting","facebook, friend"
43166050,final at deadline,7/8/16 1:36,Nepal,United States of America,male,none,undergraduate student,1-5 years,Engineering/Technology - Mechanical engineering,open_education,openeducationweek,"advocacy, comms, community, socialmedia, fudraising, volunteers","websearch, friend"
90648996,final at deadline,7/8/16 1:46,Nigeria,Nigeria,male,bachelors,medical professional,0-1 years,Medicine/Health Sciences - Health sciences,open_education,none,"blogging, comms, socialmedia",friend
30865124,submitted,7/8/16 2:04,Nigeria,Nigeria,male,none,undergraduate student,0-1 years,Agricultural Sciences - Other agricultural sciences,open_education,openeducationweek,graphics,friend
48398389,submitted,7/8/16 2:13,"Congo, Democratic Republic of the","Congo, Democratic Republic of the",male,"bachelors, other professional",businessperson,1-5 years,Social Sciences - Economics and business,open_education,"openeducationweek, opendataday","research, other, 'Management, Writing",friend
65380232,submitted,7/8/16 2:16,Philippines,Philippines,female,masters,"phd candidate, librarian",16+ years,Natural Sciences - Computer and information sciences,open_science,"openaccessweek, openeducationweek, opendataday","events, volunteers","websearch, friend"
10257955,submitted,7/8/16 2:23,Nigeria,Nigeria,male,bachelors,"graduate-professional student, educator, nonprofit",0-1 years,Natural Sciences - Other natural sciences,open_access,openaccessweek,"blogging, comms, community, socialmedia, events, volunteers, graphics, research",friend
23646082,submitted,7/8/16 2:44,Tanzania,Tanzania,male,other certification,other,0-1 years,"Humanities - Art (arts, history of arts, performing arts, music)",open_education,openeducationweek,"community, socialmedia, volunteers","websearch, facebook, friend"
43503164,submitted,7/8/16 2:58,Benin,Benin,female,none,"undergraduate student, journalist",6-10 years,None of these describe my field of study,open_education,none,comms,other: As a Mandela Washington Fellows we have a network like a watsApp group of Fellows that is where i get informed about OpenCon 2016
55630960,submitted,7/8/16 3:00,Tanzania,Tanzania,male,none,developer,0-1 years,Natural Sciences - Computer and information sciences,open_education,openeducationweek,blogging,friend
58599065,submitted,7/8/16 3:08,Cameroon,Germany,female,"bachelors, masters",phd candidate,1-5 years,Social Sciences - Political Science,open_education,"openaccessweek, openeducationweek, opendataday","advocacy, blogging, comms, community, socialmedia, fudraising, events, volunteers, graphics, video",facebook
50263706,submitted,7/8/16 3:19,Cameroon,Cameroon,male,"bachelors, masters, other postgraduate, other professional","undergraduate student, nonprofit, developer",1-5 years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_source,"openaccessweek, openeducationweek, opendataday","advocacy, blogging, community, socialmedia, fudraising, events, volunteers, research, software, other, 'Public speaking","websearch, twitter, facebook, blogpost, friend, organization"
33818634,submitted,7/8/16 3:19,Kenya,Kenya,male,bachelors,nonprofit,6-10 years,Social Sciences - Sociology,open_education,"openaccessweek, openeducationweek","advocacy, community, socialmedia, fudraising, events, volunteers, research",websearch
34949312,submitted,7/8/16 3:28,Philippines,Philippines,no answer,bachelors,"government, journalist",1-5 years,Social Sciences - Media and communications,open_government,none,"advocacy, blogging, comms, community, socialmedia, events, graphics","facebook, friend"
14959657,submitted,7/8/16 3:36,Solomon Islands,Solomon Islands,female,other certification,government,1-5 years,Humanities - Other humanities,open_government,"openaccessweek, openeducationweek, opendataday","advocacy, comms, community, socialmedia, fudraising, events, volunteers, research",mailinglist
52011577,final at deadline,7/8/16 3:55,Nigeria,Nigeria,male,bachelors,government,0-1 years,Natural Sciences - Earth and related environmental sciences,open_science,none,"blogging, comms, socialmedia, events, volunteers, graphics, video, research",facebook
62787265,submitted,7/8/16 4:08,Vietnam,Vietnam,male,"bachelors, masters","government, businessperson",6-10 years,Social Sciences - Economics and business,open_government,none,"blogging, graphics, research",facebook
38875788,submitted,7/8/16 4:14,Uganda,Uganda,male,"bachelors, other professional","educator, developer, businessperson",1-5 years,Engineering/Technology - Other engineering and technologies,open_source,opendataday,"blogging, comms, socialmedia, fudraising, events, volunteers, graphics, video, software","websearch, friend"
68109355,submitted,7/8/16 4:32,Ghana,Ghana,male,none,undergraduate student,0-1 years,Social Sciences - Media and communications,open_education,none,"advocacy, blogging, comms, community, socialmedia, fudraising, events, volunteers, research",mailinglist
79290966,submitted,7/8/16 4:35,Nigeria,Nigeria,male,bachelors,undergraduate student,0-1 years,Natural Sciences - Computer and information sciences,open_education,openeducationweek,"blogging, comms, socialmedia, events, volunteers, software","poster, friend"
75507502,submitted,7/8/16 4:47,Tunisia,United States of America,male,none,"undergraduate student, developer",0-1 years,"Engineering/Technology - Electrical engineering, electronic engineering, information engineering",open_source,"openaccessweek, openeducationweek, opendataday","blogging, comms, community, socialmedia, volunteers, research, software, other, 'presantations and conferences .",facebook
89432858,submitted,7/8/16 4:52,Sri Lanka,Thailand,male,bachelors,phd candidate,1-5 years,Medicine/Health Sciences - Basic medicine,open_research,opendataday,"blogging, comms, community, volunteers, research",organization
47454600,final at deadline,7/8/16 4:53,India,Nepal,male,bachelors,medical professional,1-5 years,Medicine/Health Sciences - Basic medicine,open_access,openaccessweek,"comms, community, events, volunteers",websearch
95084426,submitted,7/8/16 5:07,Pakistan,Pakistan,male,other certification,undergraduate student,0-1 years,Medicine/Health Sciences - Basic medicine,open_education,"openaccessweek, openeducationweek","advocacy, comms, community, socialmedia, fudraising, events, volunteers, video, research","websearch, friend"
49534646,submitted,7/8/16 5:08,Philippines,Philippines,female,none,undergraduate student,0-1 years,Social Sciences - Media and communications,open_education,"openaccessweek, openeducationweek, opendataday","blogging, comms, community, fudraising, graphics",facebook
40209288,submitted,7/8/16 5:14,Nigeria,Nigeria,male,bachelors,undergraduate student,0-1 years,None of these describe my field of study,open_science,none,"other, 'none",facebook
35958931,submitted,7/8/16 5:19,South Sudan,South Sudan,female,bachelors,"educator, nonprofit",1-5 years,Social Sciences - Economics and business,open_education,openeducationweek,"advocacy, blogging, comms, community, socialmedia, fudraising, events",friend
